Date,Song,Artist
2002-04-17,The Best Of Both Worlds,R. Kelly & Jay-Z
2002-04-17,Ecstasy,Avant
2002-04-17,The Scorpion King,Soundtrack
2002-04-17,Word Of Mouf,Ludacris
2002-04-17,M!ssundaztood,P!nk
2002-04-17,WWF: Forceable Entry,Various Artists
2002-04-17,Laundry Service,Shakira
2002-04-17,[Hybrid Theory],Linkin Park
2002-04-17,Come Clean,Puddle Of Mudd
2002-04-17,Silver Side Up,Nickelback
2002-04-17,Drive,Alan Jackson
2002-04-17,No More Drama (2002),Mary J. Blige
2002-04-17,8701,Usher
2002-04-17,Pain Is Love,Ja Rule
2002-04-17,B2K,B2K
2002-04-24,Ashanti,Ashanti
2002-04-24,A New Day Has Come,Celine Dion
2002-04-24,Now 9,Various Artists
2002-04-24,Gutterflower,Goo Goo Dolls
2002-04-24,Southern Hummingbird,Tweet
2002-04-24,O Brother; Where Art Thou?,Soundtrack
2002-04-24,The Scorpion King,Soundtrack
2002-04-24,Laundry Service,Shakira
2002-04-24,M!ssundaztood,P!nk
2002-04-24,Are You Passionate?,Neil Young
2002-04-24,The Best Of Both Worlds,R. Kelly & Jay-Z
2002-04-24,Josh Groban,Josh Groban
2002-04-24,Silver Lining,Bonnie Raitt
2002-04-24,Word Of Mouf,Ludacris
2002-04-24,Ecstasy,Avant
2002-04-24,[Hybrid Theory],Linkin Park
2002-04-24,Come Clean,Puddle Of Mudd
2002-04-24,Silver Side Up,Nickelback
2002-04-24,WWF: Forceable Entry,Various Artists
2002-04-24,Drive,Alan Jackson
2002-05-01,Ashanti,Ashanti
2002-05-01,C'mon; C'mon,Sheryl Crow
2002-05-01,A New Day Has Come,Celine Dion
2002-05-01,Now 9,Various Artists
2002-05-01,The Scorpion King,Soundtrack
2002-05-01,Southern Hummingbird,Tweet
2002-05-01,O Brother; Where Art Thou?,Soundtrack
2002-05-01,Josh Groban,Josh Groban
2002-05-01,M!ssundaztood,P!nk
2002-05-01,Laundry Service,Shakira
2002-05-01,Gutterflower,Goo Goo Dolls
2002-05-01,Word Of Mouf,Ludacris
2002-05-01,Come Clean,Puddle Of Mudd
2002-05-01,The Best Of Both Worlds,R. Kelly & Jay-Z
2002-05-01,[Hybrid Theory],Linkin Park
2002-05-01,Silver Side Up,Nickelback
2002-05-01,Silver Lining,Bonnie Raitt
2002-05-01,Drive,Alan Jackson
2002-05-01,Ecstasy,Avant
2002-05-01,Full Moon,Brandy
2002-05-08,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-05-08,Ashanti,Ashanti
2002-05-08,A New Day Has Come,Celine Dion
2002-05-08,C'mon; C'mon,Sheryl Crow
2002-05-08,Now 9,Various Artists
2002-05-08,Star Wars Episode II: Attack Of The Clones,London Symphony Orchestra (Williams)
2002-05-08,The Scorpion King,Soundtrack
2002-05-08,O Brother; Where Art Thou?,Soundtrack
2002-05-08,Josh Groban,Josh Groban
2002-05-08,M!ssundaztood,P!nk
2002-05-08,Cee-Lo... Cee-Lo Green And His Perfect Imperfections,Cee-Lo
2002-05-08,Laundry Service,Shakira
2002-05-08,Yankee Hotel Foxtrot,Wilco
2002-05-08,Toxicity,System Of A Down
2002-05-08,Southern Hummingbird,Tweet
2002-05-08,Word Of Mouf,Ludacris
2002-05-08,Come Clean,Puddle Of Mudd
2002-05-08,[Hybrid Theory],Linkin Park
2002-05-08,Silver Side Up,Nickelback
2002-05-08,When I Was Cruel,Elvis Costello
2002-05-15,Hood Rich,Big Tymers
2002-05-15,Ashanti,Ashanti
2002-05-15,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-05-15,Spider-Man,Soundtrack
2002-05-15,Be Not Nobody,Vanessa Carlton
2002-05-15,A New Day Has Come,Celine Dion
2002-05-15,Now 9,Various Artists
2002-05-15,C'mon; C'mon,Sheryl Crow
2002-05-15,Josh Groban,Josh Groban
2002-05-15,O Brother; Where Art Thou?,Soundtrack
2002-05-15,M!ssundaztood,P!nk
2002-05-15,Laundry Service,Shakira
2002-05-15,The Scorpion King,Soundtrack
2002-05-15,Southern Hummingbird,Tweet
2002-05-15,Star Wars Episode II: Attack Of The Clones,London Symphony Orchestra (Williams)
2002-05-15,Word Of Mouf,Ludacris
2002-05-15,Silver Lining,Bonnie Raitt
2002-05-15,Toxicity,System Of A Down
2002-05-15,Come Clean,Puddle Of Mudd
2002-05-15,[Hybrid Theory],Linkin Park
2002-05-22,Juslisen (Just Listen),Musiq
2002-05-22,A New Day Has Come,Celine Dion
2002-05-22,MTV Unplugged No. 2.0,Lauryn Hill
2002-05-22,Ashanti,Ashanti
2002-05-22,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-05-22,Spider-Man,Soundtrack
2002-05-22,C'mon; C'mon,Sheryl Crow
2002-05-22,Hood Rich,Big Tymers
2002-05-22,Now 9,Various Artists
2002-05-22,Josh Groban,Josh Groban
2002-05-22,O Brother; Where Art Thou?,Soundtrack
2002-05-22,M!ssundaztood,P!nk
2002-05-22,Be Not Nobody,Vanessa Carlton
2002-05-22,Laundry Service,Shakira
2002-05-22,Iicons,Naughty By Nature
2002-05-22,Drive,Alan Jackson
2002-05-22,Come Away With Me,Norah Jones
2002-05-22,[Hybrid Theory],Linkin Park
2002-05-22,Silver Lining,Bonnie Raitt
2002-05-22,Come Clean,Puddle Of Mudd
2002-05-29,P. Diddy & Bad Boy Records Present... We Invented The Remix,Various Artists
2002-05-29,Come Home With Me,Cam'ron
2002-05-29,Maladroit,Weezer
2002-05-29,18,Moby
2002-05-29,Juslisen (Just Listen),Musiq
2002-05-29,Vapor Trails,Rush
2002-05-29,Ashanti,Ashanti
2002-05-29,A New Day Has Come,Celine Dion
2002-05-29,Now 9,Various Artists
2002-05-29,C'mon; C'mon,Sheryl Crow
2002-05-29,Spider-Man,Soundtrack
2002-05-29,Hood Rich,Big Tymers
2002-05-29,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-05-29,MTV Unplugged No. 2.0,Lauryn Hill
2002-05-29,M!ssundaztood,P!nk
2002-05-29,Laundry Service,Shakira
2002-05-29,O Brother; Where Art Thou?,Soundtrack
2002-05-29,Josh Groban,Josh Groban
2002-05-29,Be Not Nobody,Vanessa Carlton
2002-05-29,[Hybrid Theory],Linkin Park
2002-06-05,The Eminem Show,Eminem
2002-06-05,P. Diddy & Bad Boy Records Present... We Invented The Remix,Various Artists
2002-06-05,Mended,Marc Anthony
2002-06-05,Come Home With Me,Cam'ron
2002-06-05,Ashanti,Ashanti
2002-06-05,A New Day Has Come,Celine Dion
2002-06-05,Juslisen (Just Listen),Musiq
2002-06-05,Now 9,Various Artists
2002-06-05,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-06-05,18,Moby
2002-06-05,C'mon; C'mon,Sheryl Crow
2002-06-05,Box Car Racer,Box Car Racer
2002-06-05,Off The Hook,Various Artists
2002-06-05,Spider-Man,Soundtrack
2002-06-05,Hood Rich,Big Tymers
2002-06-05,Maladroit,Weezer
2002-06-05,O Brother; Where Art Thou?,Soundtrack
2002-06-05,Drive,Alan Jackson
2002-06-05,Laundry Service,Shakira
2002-06-05,M!ssundaztood,P!nk
2002-06-12,The Eminem Show,Eminem
2002-06-12,P. Diddy & Bad Boy Records Present... We Invented The Remix,Various Artists
2002-06-12,Ashanti,Ashanti
2002-06-12,Come Home With Me,Cam'ron
2002-06-12,A New Day Has Come,Celine Dion
2002-06-12,Mended,Marc Anthony
2002-06-12,C'mon; C'mon,Sheryl Crow
2002-06-12,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-06-12,Now 9,Various Artists
2002-06-12,Juslisen (Just Listen),Musiq
2002-06-12,Spider-Man,Soundtrack
2002-06-12,Hood Rich,Big Tymers
2002-06-12,Laundry Service,Shakira
2002-06-12,Off The Hook,Various Artists
2002-06-12,18,Moby
2002-06-12,M!ssundaztood,P!nk
2002-06-12,Josh Groban,Josh Groban
2002-06-12,O Brother; Where Art Thou?,Soundtrack
2002-06-12,Come Away With Me,Norah Jones
2002-06-12,Drive,Alan Jackson
2002-06-19,The Eminem Show,Eminem
2002-06-19,Totally Hits 2002,Various Artists
2002-06-19,Life Goes On,Donell Jones
2002-06-19,P. Diddy & Bad Boy Records Present... We Invented The Remix,Various Artists
2002-06-19,Ashanti,Ashanti
2002-06-19,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-06-19,Dirty Vegas,Dirty Vegas
2002-06-19,Let Go,Avril Lavigne
2002-06-19,C'mon; C'mon,Sheryl Crow
2002-06-19,Now 9,Various Artists
2002-06-19,Come Home With Me,Cam'ron
2002-06-19,Spider-Man,Soundtrack
2002-06-19,A New Day Has Come,Celine Dion
2002-06-19,Mended,Marc Anthony
2002-06-19,Juslisen (Just Listen),Musiq
2002-06-19,Hood Rich,Big Tymers
2002-06-19,Josh Groban,Josh Groban
2002-06-19,M!ssundaztood,P!nk
2002-06-19,O Brother; Where Art Thou?,Soundtrack
2002-06-19,Off The Hook,Various Artists
2002-06-26,The Eminem Show,Eminem
2002-06-26,Untouchables,Korn
2002-06-26,Totally Hits 2002,Various Artists
2002-06-26,Sticks And Stones,New Found Glory
2002-06-26,P. Diddy & Bad Boy Records Present... We Invented The Remix,Various Artists
2002-06-26,Ashanti,Ashanti
2002-06-26,O Brother; Where Art Thou?,Soundtrack
2002-06-26,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-06-26,Life Goes On,Donell Jones
2002-06-26,Let Go,Avril Lavigne
2002-06-26,C'mon; C'mon,Sheryl Crow
2002-06-26,Drive,Alan Jackson
2002-06-26,The Osbourne Family Album,Soundtrack
2002-06-26,Heathen,David Bowie
2002-06-26,M!ssundaztood,P!nk
2002-06-26,A New Day Has Come,Celine Dion
2002-06-26,Now 9,Various Artists
2002-06-26,Spider-Man,Soundtrack
2002-06-26,Dirty Vegas,Dirty Vegas
2002-06-26,Josh Groban,Josh Groban
2002-07-03,The Eminem Show,Eminem
2002-07-03,Lovehatetragedy,Papa Roach
2002-07-03,Untouchables,Korn
2002-07-03,Totally Hits 2002,Various Artists
2002-07-03,Let Go,Avril Lavigne
2002-07-03,Masquerade,Wyclef Jean
2002-07-03,Ashanti,Ashanti
2002-07-03,P. Diddy & Bad Boy Records Present... We Invented The Remix,Various Artists
2002-07-03,Gravity,Our Lady Peace
2002-07-03,M!ssundaztood,P!nk
2002-07-03,Border Girl,Paulina Rubio
2002-07-03,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-07-03,C'mon; C'mon,Sheryl Crow
2002-07-03,Life Goes On,Donell Jones
2002-07-03,Dirty Vegas,Dirty Vegas
2002-07-03,Disney's Lilo & Stitch,Soundtrack
2002-07-03,Hood Rich,Big Tymers
2002-07-03,Now 9,Various Artists
2002-07-03,Josh Groban,Josh Groban
2002-07-03,Spider-Man,Soundtrack
2002-07-10,Nellyville,Nelly
2002-07-10,The Eminem Show,Eminem
2002-07-10,God's Favorite,N.O.R.E.
2002-07-10,Let Go,Avril Lavigne
2002-07-10,Truthfully Speaking,Truth Hurts
2002-07-10,Ashanti,Ashanti
2002-07-10,Untouchables,Korn
2002-07-10,Lovehatetragedy,Papa Roach
2002-07-10,Totally Hits 2002,Various Artists
2002-07-10,M!ssundaztood,P!nk
2002-07-10,Disney's Lilo & Stitch,Soundtrack
2002-07-10,P. Diddy & Bad Boy Records Present... We Invented The Remix,Various Artists
2002-07-10,Born To Reign,Will Smith
2002-07-10,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-07-10,C'mon; C'mon,Sheryl Crow
2002-07-10,O Brother; Where Art Thou?,Soundtrack
2002-07-10,Masquerade,Wyclef Jean
2002-07-10,Room For Squares,John Mayer
2002-07-10,Hood Rich,Big Tymers
2002-07-10,Life Goes On,Donell Jones
2002-07-17,Nellyville,Nelly
2002-07-17,The Eminem Show,Eminem
2002-07-17,Irv Gotti Presents The Inc,Various Artists
2002-07-17,O; Yeah! Ultimate Aerosmith Hits,Aerosmith
2002-07-17,Let Go,Avril Lavigne
2002-07-17,Ashanti,Ashanti
2002-07-17,Untouchables,Korn
2002-07-17,God's Favorite,N.O.R.E.
2002-07-17,M!ssundaztood,P!nk
2002-07-17,Totally Hits 2002,Various Artists
2002-07-17,P. Diddy & Bad Boy Records Present... We Invented The Remix,Various Artists
2002-07-17,Disney's Lilo & Stitch,Soundtrack
2002-07-17,Lovehatetragedy,Papa Roach
2002-07-17,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-07-17,C'mon; C'mon,Sheryl Crow
2002-07-17,Truthfully Speaking,Truth Hurts
2002-07-17,O Brother; Where Art Thou?,Soundtrack
2002-07-17,Like Mike,Soundtrack
2002-07-17,Born To Reign,Will Smith
2002-07-17,Come Away With Me,Norah Jones
2002-07-24,Nellyville,Nelly
2002-07-24,By The Way,Red Hot Chili Peppers
2002-07-24,The Eminem Show,Eminem
2002-07-24,Let Go,Avril Lavigne
2002-07-24,Hard Candy,Counting Crows
2002-07-24,A Gangster And A Gentleman,Styles
2002-07-24,Irv Gotti Presents The Inc,Various Artists
2002-07-24,Josh Groban,Josh Groban
2002-07-24,Ashanti,Ashanti
2002-07-24,O; Yeah! Ultimate Aerosmith Hits,Aerosmith
2002-07-24,M!ssundaztood,P!nk
2002-07-24,Totally Hits 2002,Various Artists
2002-07-24,The Ballatician: Grit & Grind,E-40
2002-07-24,Disney's Lilo & Stitch,Soundtrack
2002-07-24,Untouchables,Korn
2002-07-24,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-07-24,God's Favorite,N.O.R.E.
2002-07-24,P. Diddy & Bad Boy Records Present... We Invented The Remix,Various Artists
2002-07-24,O Brother; Where Art Thou?,Soundtrack
2002-07-24,Lovehatetragedy,Papa Roach
2002-07-31,Busted Stuff,Dave Matthews Band
2002-07-31,Nellyville,Nelly
2002-07-31,The Eminem Show,Eminem
2002-07-31,By The Way,Red Hot Chili Peppers
2002-07-31,Let Go,Avril Lavigne
2002-07-31,Irv Gotti Presents The Inc,Various Artists
2002-07-31,A Gangster And A Gentleman,Styles
2002-07-31,Ashanti,Ashanti
2002-07-31,Hard Candy,Counting Crows
2002-07-31,Josh Groban,Josh Groban
2002-07-31,Highly Evolved,The Vines
2002-07-31,M!ssundaztood,P!nk
2002-07-31,O; Yeah! Ultimate Aerosmith Hits,Aerosmith
2002-07-31,Totally Hits 2002,Various Artists
2002-07-31,Come Away With Me,Norah Jones
2002-07-31,Room For Squares,John Mayer
2002-07-31,Disney's Lilo & Stitch,Soundtrack
2002-07-31,Untouchables,Korn
2002-07-31,P. Diddy & Bad Boy Records Present... We Invented The Remix,Various Artists
2002-07-31,Incredible,Mary Mary
2002-08-07,Unleashed,Toby Keith
2002-08-07,Now 10,Various Artists
2002-08-07,Nellyville,Nelly
2002-08-07,Busted Stuff,Dave Matthews Band
2002-08-07,The Eminem Show,Eminem
2002-08-07,500 Degreez,Lil Wayne
2002-08-07,Let Go,Avril Lavigne
2002-08-07,By The Way,Red Hot Chili Peppers
2002-08-07,Mario,Mario
2002-08-07,Full Circle,Boyz II Men
2002-08-07,The Lonely Position Of Neutral,TRUSTcompany
2002-08-07,Ashanti,Ashanti
2002-08-07,M!ssundaztood,P!nk
2002-08-07,Irv Gotti Presents The Inc,Various Artists
2002-08-07,Josh Groban,Josh Groban
2002-08-07,A Gangster And A Gentleman,Styles
2002-08-07,Come Away With Me,Norah Jones
2002-08-07,No Shoes; No Shirt; No Problems,Kenny Chesney
2002-08-07,O; Yeah! Ultimate Aerosmith Hits,Aerosmith
2002-08-07,Hard Candy,Counting Crows
2002-08-14,The Rising,Bruce Springsteen
2002-08-14,[Reanimation],Linkin Park
2002-08-14,Nellyville,Nelly
2002-08-14,Now 10,Various Artists
2002-08-14,The Eminem Show,Eminem
2002-08-14,Unleashed,Toby Keith
2002-08-14,Busted Stuff,Dave Matthews Band
2002-08-14,Let Go,Avril Lavigne
2002-08-14,All I Have,Amerie
2002-08-14,By The Way,Red Hot Chili Peppers
2002-08-14,X,Def Leppard
2002-08-14,500 Degreez,Lil Wayne
2002-08-14,M!ssundaztood,P!nk
2002-08-14,Ashanti,Ashanti
2002-08-14,Mario,Mario
2002-08-14,Come Away With Me,Norah Jones
2002-08-14,Josh Groban,Josh Groban
2002-08-14,Full Circle,Boyz II Men
2002-08-14,The Lonely Position Of Neutral,TRUSTcompany
2002-08-14,Room For Squares,John Mayer
2002-08-21,The Rising,Bruce Springsteen
2002-08-21,Nellyville,Nelly
2002-08-21,The Eminem Show,Eminem
2002-08-21,The Fix,Scarface
2002-08-21,Now 10,Various Artists
2002-08-21,Thug Holiday,Trick Daddy
2002-08-21,[Reanimation],Linkin Park
2002-08-21,Unleashed,Toby Keith
2002-08-21,Let Go,Avril Lavigne
2002-08-21,Busted Stuff,Dave Matthews Band
2002-08-21,XXX,Soundtrack
2002-08-21,Layin Da Smack Down,Project Pat
2002-08-21,By The Way,Red Hot Chili Peppers
2002-08-21,M!ssundaztood,P!nk
2002-08-21,Come Away With Me,Norah Jones
2002-08-21,Ashanti,Ashanti
2002-08-21,All I Have,Amerie
2002-08-21,Mario,Mario
2002-08-21,Room For Squares,John Mayer
2002-08-21,Josh Groban,Josh Groban
2002-08-28,Nellyville,Nelly
2002-08-28,The Eminem Show,Eminem
2002-08-28,The Rising,Bruce Springsteen
2002-08-28,October Road,James Taylor
2002-08-28,Let Go,Avril Lavigne
2002-08-28,Now 10,Various Artists
2002-08-28,Unleashed,Toby Keith
2002-08-28,[Reanimation],Linkin Park
2002-08-28,XXX,Soundtrack
2002-08-28,The Fix,Scarface
2002-08-28,Busted Stuff,Dave Matthews Band
2002-08-28,Thug Holiday,Trick Daddy
2002-08-28,Come Away With Me,Norah Jones
2002-08-28,Rebirth,Keith Sweat
2002-08-28,M!ssundaztood,P!nk
2002-08-28,By The Way,Red Hot Chili Peppers
2002-08-28,Ashanti,Ashanti
2002-08-28,This Side,Nickel Creek
2002-08-28,Snoop Dogg Presents... Doggy Style Allstars; Welcome To Tha House; Vol. 1,Various Artists
2002-08-28,Trinity (Past; Present And Future),Slum Village
2002-09-04,The Eminem Show,Eminem
2002-09-04,Nellyville,Nelly
2002-09-04,Let Go,Avril Lavigne
2002-09-04,Lord Willin',Clipse
2002-09-04,The Rising,Bruce Springsteen
2002-09-04,October Road,James Taylor
2002-09-04,Now 10,Various Artists
2002-09-04,[Reanimation],Linkin Park
2002-09-04,Unleashed,Toby Keith
2002-09-04,Come Away With Me,Norah Jones
2002-09-04,Animal House,Angie Martinez
2002-09-04,XXX,Soundtrack
2002-09-04,Busted Stuff,Dave Matthews Band
2002-09-04,Thug Holiday,Trick Daddy
2002-09-04,The Fix,Scarface
2002-09-04,Something Worth Leaving Behind,Lee Ann Womack
2002-09-04,M!ssundaztood,P!nk
2002-09-04,Tropical Storm,Beenie Man
2002-09-04,Ashanti,Ashanti
2002-09-04,Room For Squares,John Mayer
2002-09-11,Home,Dixie Chicks
2002-09-11,The Eminem Show,Eminem
2002-09-11,Let Go,Avril Lavigne
2002-09-11,Nellyville,Nelly
2002-09-11,A Rush Of Blood To The Head,Coldplay
2002-09-11,Eve-Olution,Eve
2002-09-11,The Rising,Bruce Springsteen
2002-09-11,October Road,James Taylor
2002-09-11,Lord Willin',Clipse
2002-09-11,Now 10,Various Artists
2002-09-11,Come Away With Me,Norah Jones
2002-09-11,Undaground Legend,Lil' Flip
2002-09-11,Unleashed,Toby Keith
2002-09-11,Diamond Princess,Trina
2002-09-11,[Reanimation],Linkin Park
2002-09-11,M!ssundaztood,P!nk
2002-09-11,Songs For The Deaf,Queens Of The Stone Age
2002-09-11,Ashanti,Ashanti
2002-09-11,Busted Stuff,Dave Matthews Band
2002-09-11,Thug Holiday,Trick Daddy
2002-09-18,Home,Dixie Chicks
2002-09-18,The Eminem Show,Eminem
2002-09-18,Let Go,Avril Lavigne
2002-09-18,Nellyville,Nelly
2002-09-18,The Rising,Bruce Springsteen
2002-09-18,Come Away With Me,Norah Jones
2002-09-18,A Rush Of Blood To The Head,Coldplay
2002-09-18,Now 10,Various Artists
2002-09-18,Eve-Olution,Eve
2002-09-18,Lord Willin',Clipse
2002-09-18,Unleashed,Toby Keith
2002-09-18,October Road,James Taylor
2002-09-18,[Reanimation],Linkin Park
2002-09-18,M!ssundaztood,P!nk
2002-09-18,Room For Squares,John Mayer
2002-09-18,Busted Stuff,Dave Matthews Band
2002-09-18,Ashanti,Ashanti
2002-09-18,Another Earthquake,Aaron Carter
2002-09-18,By The Way,Red Hot Chili Peppers
2002-09-18,Thug Holiday,Trick Daddy
2002-09-25,Home,Dixie Chicks
2002-09-25,Let Go,Avril Lavigne
2002-09-25,The Eminem Show,Eminem
2002-09-25,Nellyville,Nelly
2002-09-25,Unleashed,Toby Keith
2002-09-25,The Rising,Bruce Springsteen
2002-09-25,Come Away With Me,Norah Jones
2002-09-25,A Rush Of Blood To The Head,Coldplay
2002-09-25,Lord Willin',Clipse
2002-09-25,October Road,James Taylor
2002-09-25,Now 10,Various Artists
2002-09-25,Eve-Olution,Eve
2002-09-25,[Reanimation],Linkin Park
2002-09-25,M!ssundaztood,P!nk
2002-09-25,Drive,Alan Jackson
2002-09-25,Room For Squares,John Mayer
2002-09-25,Ashanti,Ashanti
2002-09-25,Undaground Legend,Lil' Flip
2002-09-25,Thug Holiday,Trick Daddy
2002-09-25,Busted Stuff,Dave Matthews Band
2002-10-02,Believe,Disturbed
2002-10-02,Home,Dixie Chicks
2002-10-02,Let Go,Avril Lavigne
2002-10-02,Nellyville,Nelly
2002-10-02,The Eminem Show,Eminem
2002-10-02,Ludacris Presents Disturbing Tha Peace: Golden Grain,Various Artists
2002-10-02,Stanley Climbfall,Lifehouse
2002-10-02,Come Away With Me,Norah Jones
2002-10-02,Paradise,Kenny G
2002-10-02,Unleashed,Toby Keith
2002-10-02,The Rising,Bruce Springsteen
2002-10-02,Quizas,Enrique Iglesias
2002-10-02,A Rush Of Blood To The Head,Coldplay
2002-10-02,Now 10,Various Artists
2002-10-02,Lord Willin',Clipse
2002-10-02,M!ssundaztood,P!nk
2002-10-02,October Road,James Taylor
2002-10-02,[Reanimation],Linkin Park
2002-10-02,Room For Squares,John Mayer
2002-10-02,Ashanti,Ashanti
2002-10-09,Elv1s: 30 #1 Hits,Elvis Presley
2002-10-09,Home,Dixie Chicks
2002-10-09,Let Go,Avril Lavigne
2002-10-09,Believe,Disturbed
2002-10-09,Nellyville,Nelly
2002-10-09,Voyage To India,India.Arie
2002-10-09,The Eminem Show,Eminem
2002-10-09,Sea Change,Beck
2002-10-09,Up,Peter Gabriel
2002-10-09,The Lost Tapes,Nas
2002-10-09,Come Away With Me,Norah Jones
2002-10-09,Ludacris Presents Disturbing Tha Peace: Golden Grain,Various Artists
2002-10-09,Universal Soldier,Pastor Troy
2002-10-09,Unleashed,Toby Keith
2002-10-09,A Rush Of Blood To The Head,Coldplay
2002-10-09,The Rising,Bruce Springsteen
2002-10-09,Lord Willin',Clipse
2002-10-09,Brown Sugar,Soundtrack
2002-10-09,M!ssundaztood,P!nk
2002-10-09,Now 10,Various Artists
2002-10-16,Elv1s: 30 #1 Hits,Elvis Presley
2002-10-16,Forty Licks,The Rolling Stones
2002-10-16,Man vs Machine,Xzibit
2002-10-16,American Idol: Greatest Moments,Soundtrack
2002-10-16,Home,Dixie Chicks
2002-10-16,Let Go,Avril Lavigne
2002-10-16,The Young And The Hopeless,Good Charlotte
2002-10-16,Nellyville,Nelly
2002-10-16,The Eminem Show,Eminem
2002-10-16,Believe,Disturbed
2002-10-16,Voyage To India,India.Arie
2002-10-16,Twisted Angel,LeAnn Rimes
2002-10-16,Come Away With Me,Norah Jones
2002-10-16,Ludacris Presents Disturbing Tha Peace: Golden Grain,Various Artists
2002-10-16,Sea Change,Beck
2002-10-16,Up,Peter Gabriel
2002-10-16,Unleashed,Toby Keith
2002-10-16,Live In Paris,Diana Krall
2002-10-16,Floetic,Floetry
2002-10-16,Ashanti,Ashanti
2002-10-23,Elv1s: 30 #1 Hits,Elvis Presley
2002-10-23,Bounce,Bon Jovi
2002-10-23,Forty Licks,The Rolling Stones
2002-10-23,Let Go,Avril Lavigne
2002-10-23,Nellyville,Nelly
2002-10-23,Home,Dixie Chicks
2002-10-23,The Eminem Show,Eminem
2002-10-23,Man vs Machine,Xzibit
2002-10-23,The Last DJ,Tom Petty And The Heartbreakers
2002-10-23,American Idol: Greatest Moments,Soundtrack
2002-10-23,Golden Road,Keith Urban
2002-10-23,Come Away With Me,Norah Jones
2002-10-23,Believe,Disturbed
2002-10-23,Wonder What's Next,Chevelle
2002-10-23,Power In Numbers,Jurassic 5
2002-10-23,The Young And The Hopeless,Good Charlotte
2002-10-23,Voyage To India,India.Arie
2002-10-23,Brown Sugar,Soundtrack
2002-10-23,Josh Groban,Josh Groban
2002-10-23,Unleashed,Toby Keith
2002-10-30,Cry,Faith Hill
2002-10-30,10,LL Cool J
2002-10-30,Elv1s: 30 #1 Hits,Elvis Presley
2002-10-30,Forty Licks,The Rolling Stones
2002-10-30,Let Go,Avril Lavigne
2002-10-30,Home,Dixie Chicks
2002-10-30,The Eminem Show,Eminem
2002-10-30,Nellyville,Nelly
2002-10-30,The G Spot,Gerald Levert
2002-10-30,Things In The Game Done Changed,Dave Hollister
2002-10-30,Come Away With Me,Norah Jones
2002-10-30,The Very Best Of Fleetwood Mac,Fleetwood Mac
2002-10-30,Bounce,Bon Jovi
2002-10-30,Man vs Machine,Xzibit
2002-10-30,American Idol: Greatest Moments,Soundtrack
2002-10-30,Brown Sugar,Soundtrack
